id,image_id,text
21772,b06-068-06-04,kite-flying
21773,b06-068-06-05,on
21775,b06-068-07-00,present
21776,b06-068-07-01,a
21779,b06-068-07-04,proof
21781,b06-068-07-06,to
21783,b06-068-08-00,Scarborough
21785,b06-068-08-02,to
21786,b06-068-08-03,expose
21787,b06-068-08-04,Britain
21789,b06-068-08-06,her
21790,b06-068-09-00,working
21791,b06-068-09-01,class
21792,b06-068-09-02,to
21794,b06-068-09-04,new
21795,b06-068-09-05,dangers
21796,b06-068-09-06,-
21797,b06-068-09-07,that
21798,b06-068-10-00,Gaitskellism
21800,b06-068-10-02,bankrupt
21802,b06-071-00-00,Ordinary
21804,b06-071-00-02,people
21805,b06-071-00-03,will
21807,b06-071-01-00,rally
21808,b06-071-01-01,to
21809,b06-071-01-02,defend
21810,b06-071-01-03,a
21811,b06-071-01-04,policy
21812,b06-071-01-05,founded
21815,b06-071-02-01,chicanery
21816,b06-071-02-02,or
21817,b06-071-02-03,elect
21818,b06-071-02-04,a
21819,b06-071-02-05,Labour
21820,b06-071-03-00,Government
21821,b06-071-03-01,to
21822,b06-071-03-02,carry
21823,b06-071-03-03,through
21824,b06-071-03-04,Tory
21825,b06-071-03-05,policy
21827,b06-071-04-00,Gaitskell's
21828,b06-071-04-01,stupid
21831,b06-071-04-04,The
21832,b06-071-04-05,tragedy
21833,b06-071-04-06,is
21834,b06-071-05-00,that
21835,b06-071-05-01,enormous
21836,b06-071-05-02,inroads
21837,b06-071-05-03,could
21838,b06-071-05-04,already
21839,b06-071-06-00,have
21840,b06-071-06-01,been
21843,b06-071-06-04,Tory
21844,b06-071-06-05,strength
21845,b06-071-06-06,by
21846,b06-071-07-00,a
21849,b06-071-07-03,","
21850,b06-071-07-04,based
21851,b06-071-07-05,on
21852,b06-071-07-06,Scarborough
21854,b06-071-08-00,THE
21855,b06-071-08-01,desire
21856,b06-071-08-02,for
21857,b06-071-08-03,unity
21858,b06-071-08-04,in
21859,b06-071-08-05,the
21861,b06-071-08-07,and
21862,b06-071-09-00,trade
21864,b06-071-09-02,movement
21865,b06-071-09-03,following
21867,b06-075-00-00,At
21868,b06-075-00-01,the
21869,b06-075-00-02,same
21870,b06-075-00-03,time
21871,b06-075-00-04,that
21872,b06-075-00-05,unity
21873,b06-075-00-06,cannot
21874,b06-075-00-07,be
21875,b06-075-01-00,established
21876,b06-075-01-01,on
21877,b06-075-01-02,a
21878,b06-075-01-03,false
21879,b06-075-01-04,basis
21881,b06-075-01-06,or
21882,b06-075-01-07,by
21887,b06-075-02-03,the
21888,b06-075-02-04,movement
21890,b06-075-02-06,Unity
21891,b06-075-03-00,will
21892,b06-075-03-01,never
21893,b06-075-03-02,be
21894,b06-075-03-03,established
21895,b06-075-03-04,on
21896,b06-075-03-05,the
21897,b06-075-03-06,basis
21898,b06-075-03-07,of
21899,b06-075-03-08,leaders
21901,b06-075-04-01,a
21902,b06-075-04-02,law
21903,b06-075-04-03,unto
21904,b06-075-04-04,themselves
21905,b06-075-04-05,and
21907,b06-075-05-00,conference
21908,b06-075-05-01,decisions
21909,b06-075-05-02,when
21910,b06-075-05-03,it
21911,b06-075-05-04,suits
21912,b06-075-05-05,their
21914,b06-075-06-00,convenience
21916,b06-075-06-02,Unity
21917,b06-075-06-03,can
21918,b06-075-06-04,never
21921,b06-075-06-07,by
21922,b06-075-07-00,any
21923,b06-075-07-01,formula
21924,b06-075-07-02,uniting
21925,b06-075-07-03,those
21927,b06-075-07-05,oppose
21929,b06-075-08-00,troops
21931,b06-075-08-02,trained
21932,b06-075-08-03,on
21934,b06-075-08-05,soil
21937,b06-075-08-08,","
21939,b06-075-09-01,those
21940,b06-075-09-02,who
21941,b06-075-09-03,are
21943,b06-075-09-05,this
21947,b06-075-09-09,is
21949,b06-075-10-00,same
21950,b06-075-10-01,as
21951,b06-075-10-02,that
21952,b06-075-10-03,of
21953,b06-075-10-04,the
21954,b06-075-10-05,Tory
21955,b06-075-10-06,Government
21958,b06-079-00-01,is
21960,b06-079-00-03,for
21962,b06-079-00-05,new
21964,b06-079-00-07,state-
21965,b06-079-01-00,ment
21966,b06-079-01-01,to
21968,b06-079-01-03,the
21969,b06-079-01-04,movement
21971,b06-079-01-06,the
21972,b06-079-01-07,Labour
21973,b06-079-02-00,leaders
21974,b06-079-02-01,are
21977,b06-079-02-04,in
21978,b06-079-02-05,favour
21980,b06-079-02-07,American
21981,b06-079-03-00,bases
21982,b06-079-03-01,","
21984,b06-079-03-03,are
21985,b06-079-03-04,in
21986,b06-079-03-05,favour
21987,b06-079-03-06,of
21988,b06-079-03-07,German
21989,b06-079-03-08,bases
21990,b06-079-03-09,and
21992,b06-079-04-01,being
21994,b06-079-04-03,on
21995,b06-079-04-04,British
21996,b06-079-04-05,soil
21999,b06-079-04-08,new
22000,b06-079-05-00,Defence
22001,b06-079-05-01,statement
22002,b06-079-05-02,","
22003,b06-079-05-03,while
22004,b06-079-05-04,accepting
22005,b06-079-05-05,that
22007,b06-079-05-07,can-
22008,b06-079-06-00,not
22009,b06-079-06-01,remain
22010,b06-079-06-02,an
22011,b06-079-06-03,independent
22012,b06-079-06-04,nuclear
22013,b06-079-06-05,Power
22014,b06-079-06-06,","
22015,b06-079-06-07,now
22016,b06-079-07-00,supports
22017,b06-079-07-01,the
22019,b06-079-07-03,of
22020,b06-079-07-04,depending
22021,b06-079-07-05,on
22023,b06-079-08-00,nuclear
22025,b06-079-08-02,and
22026,b06-079-08-03,the
22027,b06-079-08-04,H-bomb
22028,b06-079-08-05,","
22030,b06-079-09-00,Britain
22031,b06-079-09-01,in
22032,b06-079-09-02,an
22033,b06-079-09-03,even
22034,b06-079-09-04,more
22036,b06-079-09-06,position
22038,b06-082-00-00,The
22039,b06-082-00-01,statement
22041,b06-082-00-03,Padley
22042,b06-082-00-04,and
22043,b06-082-00-05,Crossman
22044,b06-082-00-06,is
22045,b06-082-00-07,no
22046,b06-082-01-00,different
22047,b06-082-01-01,in
22048,b06-082-01-02,principle
22049,b06-082-01-03,to
22050,b06-082-01-04,the
22052,b06-082-01-06,defence
22053,b06-082-01-07,statement
22055,b06-082-02-00,They
22056,b06-082-02-01,accept
22057,b06-082-02-02,American
22058,b06-082-02-03,nuclear
22060,b06-082-02-05,","
22061,b06-082-02-06,and
22062,b06-082-02-07,also
22063,b06-082-03-00,the
22064,b06-082-03-01,use
22065,b06-082-03-02,of
22066,b06-082-03-03,nuclear
22068,b06-082-03-05,and
22070,b06-082-03-07,strategy
22071,b06-082-04-00,until
22072,b06-082-04-01,some
22073,b06-082-04-02,future
22076,b06-082-04-05,They
22077,b06-082-04-06,deceive
22078,b06-082-04-07,the
22079,b06-082-04-08,people
22082,b06-082-05-02,talk
22084,b06-082-05-04,political
22085,b06-082-05-05,and
22086,b06-082-05-06,collective
22088,b06-082-06-00,of
22089,b06-082-06-01,Nato
22091,b06-082-06-03,The
22092,b06-082-06-04,Pentagon
22093,b06-082-06-05,has
22094,b06-082-06-06,made
22095,b06-082-06-07,it
22096,b06-082-06-08,perfectly
22097,b06-082-07-00,clear
22098,b06-082-07-01,who
22099,b06-082-07-02,controls
22100,b06-082-07-03,the
22102,b06-082-07-05,H-bomb
22104,b06-082-07-07,and
22105,b06-082-08-00,who
22106,b06-082-08-01,will
22108,b06-082-08-03,give
22110,b06-082-08-05,instructions
22111,b06-082-08-06,to
22112,b06-082-08-07,press
22113,b06-082-09-00,the
22114,b06-082-09-01,button
22115,b06-082-09-02,for
22117,b06-082-09-04,warfare
22119,b06-087-00-00,There
22120,b06-087-00-01,is
22121,b06-087-00-02,only
22123,b06-087-00-04,way
22124,b06-087-00-05,to
22125,b06-087-00-06,develop
22126,b06-087-00-07,unity
22127,b06-087-00-08,and
22128,b06-087-01-00,at
22129,b06-087-01-01,the
22130,b06-087-01-02,same
22132,b06-087-01-04,defend
22133,b06-087-01-05,Britain
22135,b06-087-01-07,This
22137,b06-087-02-01,shown
22138,b06-087-02-02,at
22139,b06-087-02-03,the
22142,b06-087-02-06,Union
22143,b06-087-03-00,Congress
22144,b06-087-03-01,","
22145,b06-087-03-02,representing
22147,b06-087-03-04,organised
22149,b06-087-04-01,unionists
22151,b06-087-04-03,when
22152,b06-087-04-04,it
22153,b06-087-04-05,decided
22154,b06-087-04-06,by
22156,b06-087-05-00,votes
22158,b06-087-05-02,to
22160,b06-087-05-04,the
22161,b06-087-05-05,Scarborough
22162,b06-087-05-06,decisions
22163,b06-087-06-00,on
22164,b06-087-06-01,unilateral
22165,b06-087-06-02,disarmament
22166,b06-087-06-03,","
22167,b06-087-06-04,and
22168,b06-087-06-05,to
22172,b06-087-07-02,military
22173,b06-087-07-03,bases
22174,b06-087-07-04,being
22175,b06-087-07-05,installed
22176,b06-087-07-06,on
22177,b06-087-08-00,the
22178,b06-087-08-01,Holy
22179,b06-087-08-02,Loch
22180,b06-087-08-03,","
22181,b06-087-08-04,or
22182,b06-087-08-05,any
22183,b06-087-08-06,other
22184,b06-087-08-07,part
22185,b06-087-08-08,of
22190,b06-090-00-02,policy
22192,b06-090-00-04,unite
22193,b06-090-00-05,the
22194,b06-090-00-06,whole
22195,b06-090-00-07,movement
22197,b06-090-01-01,lay
22198,b06-090-01-02,the
22199,b06-090-01-03,basis
22200,b06-090-01-04,for
22201,b06-090-01-05,the
22202,b06-090-01-06,defeat
22203,b06-090-01-07,of
22204,b06-090-01-08,the
22206,b06-090-02-01,Tory
22208,b06-090-02-03,","
22209,b06-090-02-04,which
22210,b06-090-02-05,has
22211,b06-090-02-06,become
22213,b06-090-03-00,real
22214,b06-090-03-01,menace
22215,b06-090-03-02,to
22216,b06-090-03-03,the
22217,b06-090-03-04,British
22218,b06-090-03-05,people
22219,b06-090-03-06,both
22220,b06-090-03-07,in
22221,b06-090-04-00,home
22222,b06-090-04-01,and
22224,b06-090-04-03,policy
22226,b06-090-04-05,It
22228,b06-090-04-07,quite
22229,b06-090-04-08,evident
22230,b06-090-05-00,that
22231,b06-090-05-01,the
22232,b06-090-05-02,movement
22233,b06-090-05-03,will
22234,b06-090-05-04,go
22235,b06-090-05-05,on
22237,b06-090-05-07,against
22238,b06-090-06-00,the
22240,b06-090-06-02,base
22241,b06-090-06-03,and
22242,b06-090-06-04,facilities
22243,b06-090-06-05,for
22244,b06-090-06-06,German
22245,b06-090-06-07,bases
22247,b06-090-07-01,military
22248,b06-090-07-02,training
22250,b06-093-00-00,This
22252,b06-093-00-02,strengthen
22253,b06-093-00-03,the
22254,b06-093-00-04,campaign
22255,b06-093-00-05,to
22256,b06-093-01-00,end
22258,b06-093-01-02,manufacture
22260,b06-093-01-04,use
22261,b06-093-01-05,of
22262,b06-093-02-00,nuclear
22263,b06-093-02-01,weapons
22264,b06-093-02-02,in
22265,b06-093-02-03,Britain
22268,b06-093-02-06,then
22270,b06-093-03-01,play
22272,b06-093-03-03,leading
22273,b06-093-03-04,and
22275,b06-093-04-00,role
22276,b06-093-04-01,for
22277,b06-093-04-02,an
22278,b06-093-04-03,international
22279,b06-093-04-04,agreement
22281,b06-093-04-06,ban
22282,b06-093-05-00,all
22283,b06-093-05-01,nuclear
22286,b06-093-05-04,weapons
22289,b06-093-06-00,destruction
22290,b06-093-06-01,","
22291,b06-093-06-02,and
22292,b06-093-06-03,lay
22293,b06-093-06-04,the
22294,b06-093-06-05,basis
22296,b06-093-06-07,real
22297,b06-093-07-00,peace
22298,b06-093-07-01,and
22299,b06-093-07-02,progress
22301,b06-093-07-04,WHEN
22302,b06-093-07-05,all
22303,b06-093-07-06,the
22304,b06-093-08-00,ballyhoo
22305,b06-093-08-01,about
22306,b06-093-08-02,Commonwealth
22307,b06-093-08-03,Training
22308,b06-093-09-00,Week
22309,b06-093-09-01,subsides
22310,b06-093-09-02,it
22311,b06-093-09-03,is
22312,b06-093-09-04,doubtful
22313,b06-093-09-05,whether
22314,b06-093-09-06,more
22315,b06-093-10-00,than
22316,b06-093-10-01,a
22317,b06-093-10-02,handful
22318,b06-093-10-03,of
22319,b06-093-10-04,new
22321,b06-097-00-00,This
22322,b06-097-00-01,week
22323,b06-097-00-02,of
22325,b06-097-00-04,dressing
22326,b06-097-00-05,will
22327,b06-097-00-06,not
22328,b06-097-00-07,prevent
22329,b06-097-01-00,most
22330,b06-097-01-01,of
22331,b06-097-01-02,the
22333,b06-097-01-04,15-year-olds
22334,b06-097-01-05,leaving
22335,b06-097-01-06,school
22337,b06-097-02-01,six
22338,b06-097-02-02,weeks
22339,b06-097-02-03,time
22340,b06-097-02-04,from
22341,b06-097-02-05,ending
22342,b06-097-02-06,up
22343,b06-097-02-07,in
22344,b06-097-02-08,blind
22345,b06-097-02-09,alley
22346,b06-097-03-00,jobs
22348,b06-097-03-02,It
22352,b06-097-03-06,"10,000"
22354,b06-097-03-08,parades
22356,b06-097-04-01,open
22357,b06-097-04-02,days
22358,b06-097-04-03,at
22359,b06-097-04-04,techs
22360,b06-097-04-05,","
22361,b06-097-04-06,more
22362,b06-097-04-07,than
22363,b06-097-04-08,descents
22364,b06-097-04-09,into
22365,b06-097-05-00,Brighton's
22366,b06-097-05-01,sewers
22367,b06-097-05-02,or
22369,b06-097-05-04,ascents
22370,b06-097-05-05,over
22371,b06-097-06-00,Wolverhampton
22374,b06-097-06-03,technical
22375,b06-097-06-04,training
22376,b06-097-06-05,to
22378,b06-097-07-01,up
22380,b06-097-07-03,the
22381,b06-097-07-04,space
22382,b06-097-07-05,age
22384,b06-100-00-00,The
22385,b06-100-00-01,heli-hopping
22386,b06-100-00-02,Duke
22387,b06-100-00-03,of
22388,b06-100-00-04,Edinburgh
22389,b06-100-00-05,","
22390,b06-100-01-00,opening
22391,b06-100-01-01,a
22392,b06-100-01-02,few
22393,b06-100-01-03,technical
22395,b06-100-01-05,extensions
22396,b06-100-01-06,","
22397,b06-100-02-00,will
22399,b06-100-02-02,keep
22400,b06-100-02-03,us
22401,b06-100-02-04,abreast
22402,b06-100-02-05,of
22403,b06-100-02-06,the
22404,b06-100-03-00,scientific
22405,b06-100-03-01,revolution
22407,b06-100-03-03,Out
22409,b06-100-03-05,the
22410,b06-100-03-06,"550,000"
22411,b06-100-04-00,young
22412,b06-100-04-01,people
22413,b06-100-04-02,aged
22414,b06-100-04-03,15-17
22416,b06-100-05-00,work
22417,b06-100-05-01,in
22418,b06-100-05-02,1960
22420,b06-100-05-04,(
22421,b06-100-05-05,73
22422,b06-100-05-06,per
22424,b06-100-05-08,)
22425,b06-100-06-00,went
22426,b06-100-06-01,into
22427,b06-100-06-02,unskilled
22428,b06-100-06-03,work
22430,b06-100-06-05,The
22432,b06-100-07-00,centage
22435,b06-100-07-03,to
22436,b06-100-07-04,swell
22437,b06-100-07-05,to
22438,b06-100-07-06,80
22442,b06-100-08-03,The
22444,b06-100-08-05,","
22445,b06-100-08-06,possibly
22447,b06-100-09-01,from
22448,b06-100-09-02,experience
22449,b06-100-09-03,","
22450,b06-100-09-04,stated
22451,b06-100-09-05,:
22452,b06-110-00-00,But
22453,b06-110-00-01,the
22454,b06-110-00-02,Duke
22455,b06-110-00-03,is
22457,b06-110-00-05,when
22459,b06-110-00-07,implies
22461,b06-110-00-09,young
22462,b06-110-00-10,people
22463,b06-110-01-00,prefer
22464,b06-110-01-01,unskilled
22465,b06-110-01-02,jobs
22467,b06-110-01-04,Countless
22469,b06-110-01-06,who
22470,b06-110-01-07,want
22471,b06-110-01-08,training
22473,b06-110-02-01,denied
22474,b06-110-02-02,it
22476,b06-110-02-04,One
22477,b06-110-02-05,area
22478,b06-110-02-06,electricity
22479,b06-110-02-07,board
22480,b06-110-02-08,in
22482,b06-110-03-00,offered
22483,b06-110-03-01,six
22484,b06-110-03-02,craft
22485,b06-110-03-03,apprenticeships
22486,b06-110-03-04,and
22487,b06-110-03-05,received
22488,b06-110-03-06,450
22489,b06-110-04-00,applications
22490,b06-110-04-01,","
22491,b06-110-04-02,of
22493,b06-110-04-04,100
22494,b06-110-04-05,were
22495,b06-110-04-06,considered
22496,b06-110-04-07,suitable
22497,b06-110-04-08,by
22498,b06-110-05-00,the
22499,b06-110-05-01,board
22501,b06-110-05-03,There
22503,b06-110-05-05,only
22504,b06-110-05-06,17
22505,b06-110-05-07,vacancies
22507,b06-110-05-09,the
22512,b06-110-06-03,the
22513,b06-110-06-04,Admiralty
22514,b06-110-06-05,exams
22515,b06-110-06-06,for
22516,b06-110-06-07,Rosyth
22517,b06-110-07-00,dockyard
22518,b06-110-07-01,last
22519,b06-110-07-02,year
22521,c01-009-00-00,The
22522,c01-009-00-01,production
22523,c01-009-00-02,by
22526,c01-009-01-00,compressed
22527,c01-009-01-01,a
22528,c01-009-01-02,long
22529,c01-009-01-03,and
22530,c01-009-01-04,sometimes
22531,c01-009-01-05,rambling
22532,c01-009-02-00,story
22533,c01-009-02-01,into
22534,c01-009-02-02,a
22535,c01-009-02-03,concentrated
22536,c01-009-02-04,comprehensive
22537,c01-009-03-00,survey
22538,c01-009-03-01,of
22539,c01-009-03-02,a
22540,c01-009-03-03,life
22541,c01-009-03-04,work
22543,c01-009-03-06,P.
22544,c01-009-03-07,J.
22545,c01-009-03-08,K.
22548,c01-009-04-00,HENZE'S
22549,c01-009-04-01,""""
22550,c01-009-04-02,Elegy
22551,c01-009-04-03,for
22552,c01-009-04-04,Young
22553,c01-009-04-05,Lovers
22554,c01-009-04-06,""""
22555,c01-009-04-07,is
22556,c01-009-04-08,the
22557,c01-009-04-09,first
22558,c01-009-05-00,unambiguously
22560,c01-009-05-02,contemporary
22561,c01-009-05-03,""""
22562,c01-009-05-04,work
22563,c01-009-05-05,to
22564,c01-009-05-06,be
22565,c01-009-06-00,admitted
22566,c01-009-06-01,to
22567,c01-009-06-02,the
22568,c01-009-06-03,Glyndebourne
22569,c01-009-06-04,canon
22571,c01-009-06-06,By
22572,c01-009-06-07,no
22573,c01-009-07-00,means
22575,c01-009-07-02,masterpiece
22576,c01-009-07-03,","
22579,c01-009-07-06,in
22580,c01-009-07-07,many
22581,c01-009-07-08,respects
22583,c01-009-08-01,representative
22584,c01-009-08-02,modern
22585,c01-009-08-03,work
22586,c01-009-08-04,and
22587,c01-009-08-05,the
22589,c01-009-09-00,is
22590,c01-009-09-01,a
22591,c01-009-09-02,highly
22593,c01-009-09-04,manipulator
22594,c01-009-09-05,of
22595,c01-009-09-06,contemporary
22596,c01-009-10-00,idioms
22597,c01-009-10-01,","
22601,c01-009-10-05,sense
22603,c01-009-10-07,words
22604,c01-009-10-08,and
22605,c01-009-10-09,situation
22607,c01-014-00-00,The
22608,c01-014-00-01,libretto
22611,c01-014-00-04,W.
22612,c01-014-00-05,H.
22613,c01-014-00-06,Auden
22614,c01-014-00-07,and
22615,c01-014-00-08,Chester
22616,c01-014-00-09,Kallman
22617,c01-014-00-10,","
22618,c01-014-01-00,is
22620,c01-014-01-02,a
22621,c01-014-01-03,satire
22624,c01-014-01-06,petty
22625,c01-014-01-07,court
22628,c01-014-02-02,ageing
22629,c01-014-02-03,poet
22630,c01-014-02-04,","
22631,c01-014-02-05,whose
22632,c01-014-02-06,deeply
22633,c01-014-03-00,egocentric
22634,c01-014-03-01,character
22636,c01-014-03-03,him
22637,c01-014-03-04,to
22638,c01-014-03-05,sacrifice
22639,c01-014-04-00,everything
22640,c01-014-04-01,to
22641,c01-014-04-02,his
22642,c01-014-04-03,need
22644,c01-014-04-05,inspiration
22646,c01-014-04-07,Henze
22647,c01-014-05-00,obtains
22648,c01-014-05-01,his
22649,c01-014-05-02,musical
22650,c01-014-05-03,characterisation
22651,c01-014-05-04,by
22652,c01-014-05-05,means
22654,c01-014-06-01,individual
22655,c01-014-06-02,instrumental
22656,c01-014-06-03,timbres
22657,c01-014-06-04,and
22658,c01-014-06-05,""""
22659,c01-014-06-06,personal
22661,c01-014-07-00,intervals
22662,c01-014-07-01,","
22663,c01-014-07-02,and
22664,c01-014-07-03,the
22665,c01-014-07-04,result
22666,c01-014-07-05,is
22667,c01-014-07-06,often
22669,c01-014-07-08,delineation
22670,c01-014-08-00,of
22672,c01-014-08-02,than
22673,c01-014-08-03,caricature
22675,c01-014-08-05,This
22676,c01-014-08-06,is
22679,c01-014-08-09,chief
22680,c01-014-08-10,","
22681,c01-014-09-00,or
22682,c01-014-09-01,at
22683,c01-014-09-02,least
22684,c01-014-09-03,the
22685,c01-014-09-04,most
22686,c01-014-09-05,successfully
22687,c01-014-09-06,executed
22688,c01-014-09-07,trait
22689,c01-014-10-00,of
22690,c01-014-10-01,the
22692,c01-014-10-03,","
22694,c01-014-10-05,contains
22695,c01-014-10-06,an
22696,c01-014-10-07,odd
22697,c01-014-10-08,blend
22698,c01-014-10-09,of
22699,c01-014-10-10,highly
22700,c01-066-00-00,The
22702,c01-066-00-02,that
22703,c01-066-00-03,Byron
22704,c01-066-00-04,did
22705,c01-066-00-05,certainly
22707,c01-066-00-07,after
22708,c01-066-01-00,him
22709,c01-066-01-01,","
22710,c01-066-01-02,and
22711,c01-066-01-03,was
22712,c01-066-01-04,even
22715,c01-066-01-07,the
22716,c01-066-02-00,mischief
22717,c01-066-02-01,perpetrated
22718,c01-066-02-02,by
22719,c01-066-02-03,almost
22720,c01-066-02-04,every
22721,c01-066-02-05,person
22722,c01-066-03-00,who
22723,c01-066-03-01,had
22724,c01-066-03-02,been
22725,c01-066-03-03,close
22726,c01-066-03-04,to
22727,c01-066-03-05,him
22730,c01-066-03-08,turning
22732,c01-066-04-00,the
22733,c01-066-04-01,bones
22734,c01-066-04-02,Doris
22735,c01-066-04-03,Langley
22736,c01-066-04-04,Moore
22737,c01-066-04-05,has
22738,c01-066-04-06,brought
22739,c01-066-05-00,to
22740,c01-066-05-01,light
22741,c01-066-05-02,a
22742,c01-066-05-03,great
22744,c01-066-05-05,of
22746,c01-066-06-00,behaviour
22748,c01-066-06-02,a
22749,c01-066-06-03,vision
22750,c01-066-06-04,of
22753,c01-066-07-01,propensities
22754,c01-066-07-02,of
22756,c01-066-07-04,leisured
22760,c01-066-08-03,early
22761,c01-066-08-04,19th
22763,c01-066-08-06,which
22764,c01-066-09-00,leaves
22765,c01-066-09-01,one
22767,c01-066-09-03,little
22768,c01-066-09-04,breathless
22770,c02-000-00-00,AFTER
22772,c02-000-00-02,days
22773,c02-000-00-03,of
22775,c02-000-00-05,","
22776,c02-000-00-06,near
22777,c02-000-00-07,fatal
22778,c02-000-01-00,ennui
22779,c02-000-01-01,","
22780,c02-000-01-02,the
22781,c02-000-01-03,eleventh
22782,c02-000-01-04,Berlin
22783,c02-000-01-05,International
22785,c02-000-02-01,Festival
22786,c02-000-02-02,was
22788,c02-000-02-04,jolted
22789,c02-000-02-05,back
22790,c02-000-02-06,to
22792,c02-000-03-01,by
22793,c02-000-03-02,two
22794,c02-000-03-03,extraordinary
22795,c02-000-03-04,films
22796,c02-000-03-05,","
22799,c02-000-04-01,""""
22801,c02-000-04-03,Wunder
22802,c02-000-04-04,des
22803,c02-000-04-05,Malachias
22805,c02-000-04-07,(
22806,c02-000-04-08,""""
22807,c02-000-04-09,The
22811,c02-000-05-03,Malachias
22812,c02-000-05-04,""""
22813,c02-000-05-05,)
22814,c02-000-05-06,and
22815,c02-000-05-07,Michael-
22816,c02-000-06-00,angelo
22817,c02-000-06-01,Antonioni's
22818,c02-000-06-02,""""
22819,c02-000-06-03,La
22822,c02-000-06-06,""""
22823,c02-000-06-07,The
22824,c02-000-06-08,num-
22825,c02-000-07-00,ber
22826,c02-000-07-01,of
22827,c02-000-07-02,German
22828,c02-000-07-03,film
22829,c02-000-07-04,directors
22831,c02-000-07-06,have
22832,c02-000-08-00,made
22833,c02-000-08-01,first
22834,c02-000-08-02,rate
22835,c02-000-08-03,works
22837,c02-000-08-05,the
22839,c02-000-08-07,25
22840,c02-000-08-08,years
22841,c02-000-09-00,can
22842,c02-000-09-01,be
22843,c02-000-09-02,counted
22844,c02-000-09-03,on
22845,c02-000-09-04,the
22846,c02-000-09-05,fingers
22847,c02-000-09-06,of
22848,c02-000-09-07,one
22849,c02-003-00-00,It
22850,c02-003-00-01,would
22852,c02-003-00-03,seem
22853,c02-003-00-04,that
22854,c02-003-00-05,Wicki's
22855,c02-003-00-06,name
22856,c02-003-00-07,must
22857,c02-003-01-00,be
22859,c02-003-01-02,to
22860,c02-003-01-03,this
22861,c02-003-01-04,list
22862,c02-003-01-05,","
22863,c02-003-01-06,for
22864,c02-003-01-07,his
22865,c02-003-01-08,new
22866,c02-003-01-09,film
22867,c02-003-02-00,may
22868,c02-003-02-01,well
22869,c02-003-02-02,be
22872,c02-003-02-05,in
22873,c02-003-02-06,the
22874,c02-003-02-07,revitali-
22875,c02-003-03-00,sation
22876,c02-003-03-01,of
22877,c02-003-03-02,the
22879,c02-003-03-04,cinema
22881,c02-003-03-06,Wicki
22882,c02-003-03-07,is
22884,c02-003-04-01,only
22885,c02-003-04-02,a
22886,c02-003-04-03,director
22888,c02-003-04-05,He
22889,c02-003-04-06,began
22891,c02-003-04-08,career
22892,c02-003-05-00,as
22893,c02-003-05-01,an
22894,c02-003-05-02,actor
22895,c02-003-05-03,","
22896,c02-003-05-04,had
22897,c02-003-05-05,his
22898,c02-003-05-06,first
22899,c02-003-05-07,important
22900,c02-003-06-00,film
22901,c02-003-06-01,ro*?5le
22904,c02-003-06-04,""""
22905,c02-003-06-05,Die
22907,c02-003-07-00,"Bru""cke"
22909,c02-003-07-02,""""
22910,c02-003-07-03,and
22911,c02-003-07-04,he
22913,c02-003-07-06,appears
22914,c02-003-07-07,in
22915,c02-003-07-08,the
22917,c02-003-08-01,Antonioni
22918,c02-003-08-02,film
22920,c02-007-00-00,In
22921,c02-007-00-01,1950
22922,c02-007-00-02,he
22924,c02-007-00-04,to
22925,c02-007-00-05,take
22928,c02-007-01-00,only
22929,c02-007-01-01,in
22930,c02-007-01-02,Germany
22931,c02-007-01-03,but
22932,c02-007-01-04,also
22933,c02-007-01-05,in
22934,c02-007-01-06,Africa
22935,c02-007-01-07,and
22938,c02-007-02-02,An
22939,c02-007-02-03,exhibition
22941,c02-007-02-05,these
22942,c02-007-02-06,works
22943,c02-007-02-07,which
22944,c02-007-03-00,is
22945,c02-007-03-01,now
22947,c02-007-03-03,view
22948,c02-007-03-04,in
22950,c02-007-03-06,Berlin
22951,c02-007-03-07,gallery
22952,c02-007-03-08,is
22953,c02-007-03-09,most
22954,c02-007-03-10,im-
22955,c02-007-04-00,pressive
22957,c02-007-04-02,As
22958,c02-007-04-03,Friedrich
22959,c02-007-04-04,"Du""rrenmatt"
22960,c02-007-04-05,","
22961,c02-007-04-06,the
22963,c02-007-05-00,playwright
22964,c02-007-05-01,and
22965,c02-007-05-02,author
22966,c02-007-05-03,","
22967,c02-007-05-04,wrote
22968,c02-007-05-05,:
22969,c02-007-05-06,""""
22970,c02-007-05-07,Wicki's
22971,c02-007-05-08,blacks
22972,c02-007-06-00,and
22973,c02-007-06-01,greys
22974,c02-007-06-02,are
22975,c02-007-06-03,not
22976,c02-007-06-04,only
22977,c02-007-06-05,the
22979,c02-007-06-07,of
22980,c02-007-06-08,the
22981,c02-007-07-00,lost
22982,c02-007-07-01,and
22984,c02-007-07-03,forgotten
22985,c02-007-07-04,","
22986,c02-007-07-05,but
22987,c02-007-07-06,they
22990,c02-007-07-09,the
22992,c02-007-08-01,means
22993,c02-007-08-02,of
22996,c02-012-00-00,Every
22997,c02-012-00-01,unnecessary
22998,c02-012-00-02,detail
22999,c02-012-00-03,","
23000,c02-012-00-04,all
23001,c02-012-00-05,superfluous
23002,c02-012-00-06,local
23005,c02-012-01-02,be
23006,c02-012-01-03,eliminated
23008,c02-012-01-05,He
23010,c02-012-01-07,not
23011,c02-012-02-00,want
23012,c02-012-02-01,the
23013,c02-012-02-02,accuracy
23014,c02-012-02-03,of
