,image_id,text,word_idx
5798,a02/a02-072/a02-072-03-01.png,to,5798
5799,a02/a02-072/a02-072-03-02.png,be,5799
5800,a02/a02-072/a02-072-03-03.png,allowed,5800
5801,a02/a02-072/a02-072-03-04.png,to,5801
5802,a02/a02-072/a02-072-03-05.png,do,5802
5803,a02/a02-072/a02-072-03-06.png,some,5803
5804,a02/a02-072/a02-072-03-07.png,writing,5804
5805,a02/a02-072/a02-072-03-09.png,"""",5805
5806,a02/a02-072/a02-072-03-10.png,Back,5806
5807,a02/a02-072/a02-072-03-11.png,at,5807
5808,a02/a02-072/a02-072-04-00.png,the,5808
5810,a02/a02-072/a02-072-04-02.png,conference,5810
5811,a02/a02-072/a02-072-04-03.png,",",5811
5812,a02/a02-072/a02-072-04-04.png,Mr.,5812
5813,a02/a02-072/a02-072-04-05.png,Clark,5813
5814,a02/a02-072/a02-072-04-06.png,said,5814
5816,a02/a02-072/a02-072-04-08.png,committee,5816
5817,a02/a02-072/a02-072-05-00.png,members,5817
5818,a02/a02-072/a02-072-05-01.png,tried,5818
5819,a02/a02-072/a02-072-05-02.png,a,5819
5820,a02/a02-072/a02-072-05-03.png,"""",5820
5821,a02/a02-072/a02-072-05-04.png,plant,5821
5823,a02/a02-072/a02-072-05-06.png,call,5823
5824,a02/a02-072/a02-072-05-07.png,on,5824
5825,a02/a02-072/a02-072-05-08.png,suspect,5825
5826,a02/a02-072/a02-072-05-09.png,phone,5826
5827,a02/a02-072/a02-072-05-11.png,They,5827
5828,a02/a02-072/a02-072-06-00.png,discussed,5828
5829,a02/a02-072/a02-072-06-01.png,a,5829
5830,a02/a02-072/a02-072-06-02.png,sit-down,5830
5831,a02/a02-072/a02-072-06-03.png,at,5831
5832,a02/a02-072/a02-072-06-04.png,Watford,5832
5833,a02/a02-072/a02-072-06-05.png,at,5833
5834,a02/a02-072/a02-072-06-06.png,5.30,5834
5835,a02/a02-072/a02-072-06-07.png,p.m.,5835
5837,a02/a02-072/a02-072-06-09.png,none,5837
5838,a02/a02-072/a02-072-07-00.png,was,5838
5839,a02/a02-072/a02-072-07-01.png,planned,5839
5840,a02/a02-072/a02-072-07-02.png,but,5840
5842,a02/a02-072/a02-072-07-04.png,turned,5842
5844,a02/a02-078/a02-078-00-00.png,Sir,5844
5845,a02/a02-078/a02-078-00-01.png,Roy,5845
5846,a02/a02-078/a02-078-00-02.png,Welensky,5846
5848,a02/a02-078/a02-078-00-04.png,today,5848
5849,a02/a02-078/a02-078-00-05.png,that,5849
5850,a02/a02-078/a02-078-00-06.png,he,5850
5851,a02/a02-078/a02-078-00-07.png,no,5851
5852,a02/a02-078/a02-078-01-00.png,longer,5852
5854,a02/a02-078/a02-078-01-02.png,the,5854
5855,a02/a02-078/a02-078-01-03.png,good,5855
5856,a02/a02-078/a02-078-01-04.png,faith,5856
5858,a02/a02-078/a02-078-01-06.png,Mr.,5858
5859,a02/a02-078/a02-078-01-07.png,Kenneth,5859
5860,a02/a02-078/a02-078-02-00.png,Kaunda,5860
5861,a02/a02-078/a02-078-02-02.png,Sir,5861
5862,a02/a02-078/a02-078-02-03.png,Roy,5862
5863,a02/a02-078/a02-078-02-04.png,",",5863
5866,a02/a02-078/a02-078-02-07.png,Prime,5866
5867,a02/a02-078/a02-078-02-08.png,Minister,5867
5868,a02/a02-078/a02-078-02-09.png,",",5868
5870,a02/a02-078/a02-078-03-01.png,that,5870
5871,a02/a02-078/a02-078-03-02.png,Mr.,5871
5877,a02/a02-078/a02-078-04-01.png,was,5877
5880,a02/a02-078/a02-078-04-04.png,as,5880
5884,a02/a02-078/a02-078-04-08.png,Zambia,5884
5885,a02/a02-078/a02-078-05-00.png,National,5885
5887,a02/a02-078/a02-078-05-02.png,",",5887
5888,a02/a02-078/a02-078-05-03.png,which,5888
5889,a02/a02-078/a02-078-05-04.png,was,5889
5890,a02/a02-078/a02-078-05-05.png,led,5890
5891,a02/a02-078/a02-078-05-06.png,by,5891
5892,a02/a02-078/a02-078-05-07.png,Mr.,5892
5894,a02/a02-078/a02-078-06-00.png,until,5894
5895,a02/a02-078/a02-078-06-01.png,he,5895
5896,a02/a02-078/a02-078-06-02.png,was,5896
5897,a02/a02-078/a02-078-06-03.png,outlawed,5897
5898,a02/a02-078/a02-078-06-04.png,in,5898
5899,a02/a02-078/a02-078-06-05.png,1959,5899
5900,a02/a02-078/a02-078-06-07.png,The,5900
5901,a02/a02-078/a02-078-06-08.png,record,5901
5902,a02/a02-078/a02-078-07-00.png,of,5902
5903,a02/a02-078/a02-078-07-01.png,lawlessness,5903
5904,a02/a02-078/a02-078-07-02.png,among,5904
5905,a02/a02-078/a02-078-07-03.png,UNIP,5905
5906,a02/a02-078/a02-078-07-04.png,supporters,5906
5909,a02/a02-078/a02-078-08-01.png,a,5909
5910,a02/a02-078/a02-078-08-02.png,long,5910
5911,a02/a02-078/a02-078-08-03.png,way,5911
5912,a02/a02-078/a02-078-08-04.png,",",5912
5913,a02/a02-078/a02-078-08-05.png,Sir,5913
5914,a02/a02-078/a02-078-08-06.png,Roy,5914
5915,a02/a02-078/a02-078-08-07.png,told,5915
5916,a02/a02-078/a02-078-08-08.png,the,5916
5917,a02/a02-078/a02-078-09-00.png,Federal,5917
5918,a02/a02-078/a02-078-09-01.png,Parliament,5918
5919,a02/a02-078/a02-078-09-02.png,in,5919
5922,a02/a02-082/a02-082-00-01.png,cited,5922
5924,a02/a02-082/a02-082-00-03.png,in,5924
5926,a02/a02-082/a02-082-00-05.png,hundreds,5926
5927,a02/a02-082/a02-082-00-06.png,of,5927
5928,a02/a02-082/a02-082-00-07.png,UNIP,5928
5929,a02/a02-082/a02-082-00-08.png,supporters,5929
5930,a02/a02-082/a02-082-01-00.png,had,5930
5931,a02/a02-082/a02-082-01-01.png,been,5931
5932,a02/a02-082/a02-082-01-02.png,arrested,5932
5933,a02/a02-082/a02-082-01-03.png,or,5933
5934,a02/a02-082/a02-082-01-04.png,convicted,5934
5935,a02/a02-082/a02-082-01-05.png,since,5935
5937,a02/a02-082/a02-082-01-07.png,year,5937
5938,a02/a02-082/a02-082-01-08.png,on,5938
5939,a02/a02-082/a02-082-02-00.png,charges,5939
5942,a02/a02-082/a02-082-02-03.png,disturbances,5942
5943,a02/a02-082/a02-082-02-05.png,During,5943
5945,a02/a02-082/a02-082-02-07.png,first,5945
5947,a02/a02-082/a02-082-03-01.png,weeks,5947
5948,a02/a02-082/a02-082-03-02.png,of,5948
5949,a02/a02-082/a02-082-03-03.png,the,5949
5950,a02/a02-082/a02-082-03-04.png,present,5950
5951,a02/a02-082/a02-082-03-05.png,trouble,5951
5952,a02/a02-082/a02-082-03-06.png,287,5952
5953,a02/a02-082/a02-082-03-07.png,incidents,5953
5955,a02/a02-082/a02-082-04-01.png,been,5955
5956,a02/a02-082/a02-082-04-02.png,reported,5956
5957,a02/a02-082/a02-082-04-03.png,in,5957
5958,a02/a02-082/a02-082-04-04.png,Northern,5958
5962,a02/a02-082/a02-082-05-01.png,500,5962
5963,a02/a02-082/a02-082-05-02.png,people,5963
5964,a02/a02-082/a02-082-05-03.png,-,5964
5965,a02/a02-082/a02-082-05-04.png,167,5965
5966,a02/a02-082/a02-082-05-05.png,of,5966
5967,a02/a02-082/a02-082-05-06.png,them,5967
5968,a02/a02-082/a02-082-05-07.png,members,5968
5969,a02/a02-082/a02-082-05-08.png,of,5969
5970,a02/a02-082/a02-082-06-00.png,the,5970
5971,a02/a02-082/a02-082-06-01.png,UNIP,5971
5972,a02/a02-082/a02-082-06-02.png,-,5972
5973,a02/a02-082/a02-082-06-03.png,were,5973
5974,a02/a02-082/a02-082-06-04.png,convicted,5974
5976,a02/a02-082/a02-082-06-06.png,month,5976
5977,a02/a02-082/a02-082-06-07.png,in,5977
5978,a02/a02-082/a02-082-06-08.png,the,5978
5979,a02/a02-082/a02-082-07-00.png,Northern,5979
5980,a02/a02-082/a02-082-07-01.png,Province,5980
5981,a02/a02-082/a02-082-07-02.png,alone,5981
5982,a02/a02-086/a02-086-00-00.png,"""",5982
5983,a02/a02-086/a02-086-00-01.png,Against,5983
5984,a02/a02-086/a02-086-00-02.png,this,5984
5985,a02/a02-086/a02-086-00-03.png,background,5985
5986,a02/a02-086/a02-086-00-04.png,must,5986
5988,a02/a02-086/a02-086-00-06.png,taken,5988
5990,a02/a02-086/a02-086-01-00.png,Kaunda's,5990
5992,a02/a02-086/a02-086-01-02.png,statements,5992
5993,a02/a02-086/a02-086-01-03.png,that,5993
5994,a02/a02-086/a02-086-01-04.png,all,5994
5995,a02/a02-086/a02-086-01-05.png,he,5995
5996,a02/a02-086/a02-086-01-06.png,is,5996
5997,a02/a02-086/a02-086-02-00.png,doing,5997
5998,a02/a02-086/a02-086-02-01.png,is,5998
5999,a02/a02-086/a02-086-02-02.png,in,5999
6000,a02/a02-086/a02-086-02-03.png,the,6000
6001,a02/a02-086/a02-086-02-04.png,name,6001
6003,a02/a02-086/a02-086-02-06.png,non-violence,6003
6004,a02/a02-086/a02-086-02-07.png,",",6004
6005,a02/a02-086/a02-086-02-08.png,"""",6005
6006,a02/a02-086/a02-086-02-09.png,said,6006
6007,a02/a02-086/a02-086-03-00.png,Sir,6007
6008,a02/a02-086/a02-086-03-01.png,Roy,6008
6009,a02/a02-086/a02-086-03-03.png,"""",6009
6010,a02/a02-086/a02-086-03-04.png,I,6010
6011,a02/a02-086/a02-086-03-05.png,am,6011
6012,a02/a02-086/a02-086-03-06.png,now,6012
6015,a02/a02-086/a02-086-03-09.png,say,6015
6017,a02/a02-086/a02-086-04-00.png,I,6017
6018,a02/a02-086/a02-086-04-01.png,don't,6018
6019,a02/a02-086/a02-086-04-02.png,accept,6019
6021,a02/a02-086/a02-086-04-04.png,good,6021
6022,a02/a02-086/a02-086-04-05.png,faith,6022
6023,a02/a02-086/a02-086-04-07.png,"""",6023
6026,a02/a02-086/a02-086-05-00.png,Mr.,6026
6027,a02/a02-086/a02-086-05-01.png,Kaunda,6027
6028,a02/a02-086/a02-086-05-02.png,must,6028
6029,a02/a02-086/a02-086-05-03.png,know,6029
6030,a02/a02-086/a02-086-05-04.png,that,6030
6031,a02/a02-086/a02-086-05-05.png,his,6031
6032,a02/a02-086/a02-086-05-06.png,statements,6032
6033,a02/a02-086/a02-086-06-00.png,had,6033
6034,a02/a02-086/a02-086-06-01.png,stimulated,6034
6035,a02/a02-086/a02-086-06-02.png,violence,6035
6037,a02/a02-086/a02-086-06-04.png,but,6037
6038,a02/a02-086/a02-086-06-05.png,he,6038
6040,a02/a02-086/a02-086-06-07.png,done,6040
6041,a02/a02-086/a02-086-07-00.png,nothing,6041
6042,a02/a02-086/a02-086-07-01.png,to,6042
6044,a02/a02-086/a02-086-07-03.png,it,6044
6045,a02/a02-090/a02-090-00-00.png,"""",6045
6047,a02/a02-090/a02-090-00-02.png,is,6047
6050,a02/a02-090/a02-090-00-05.png,made,6050
6051,a02/a02-090/a02-090-00-06.png,a,6051
6053,a02/a02-090/a02-090-00-08.png,of,6053
6054,a02/a02-090/a02-090-00-09.png,again,6054
6055,a02/a02-090/a02-090-00-10.png,being,6055
6057,a02/a02-090/a02-090-01-00.png,from,6057
6058,a02/a02-090/a02-090-01-01.png,Northern,6058
6059,a02/a02-090/a02-090-01-02.png,Rhodesia,6059
6060,a02/a02-090/a02-090-01-03.png,when,6060
6061,a02/a02-090/a02-090-01-04.png,his,6061
6063,a02/a02-090/a02-090-01-06.png,have,6063
6064,a02/a02-090/a02-090-02-00.png,indulged,6064
6066,a02/a02-090/a02-090-02-02.png,such,6066
6067,a02/a02-090/a02-090-02-03.png,violence,6067
6068,a02/a02-090/a02-090-02-05.png,"""",6068
6069,a02/a02-090/a02-090-02-06.png,But,6069
6070,a02/a02-090/a02-090-02-07.png,Sir,6070
6071,a02/a02-090/a02-090-02-08.png,Roy,6071
6073,a02/a02-090/a02-090-02-10.png,out,6073
6074,a02/a02-090/a02-090-03-00.png,that,6074
6075,a02/a02-090/a02-090-03-01.png,a,6075
6076,a02/a02-090/a02-090-03-02.png,few,6076
6077,a02/a02-090/a02-090-03-03.png,months,6077
6078,a02/a02-090/a02-090-03-04.png,ago,6078
6079,a02/a02-090/a02-090-03-05.png,Mr.,6079
6080,a02/a02-090/a02-090-03-06.png,Kaunda,6080
6081,a02/a02-090/a02-090-03-07.png,said,6081
6082,a02/a02-090/a02-090-03-08.png,that,6082
6083,a02/a02-090/a02-090-04-00.png,if,6083
6084,a02/a02-090/a02-090-04-01.png,UNIP,6084
6085,a02/a02-090/a02-090-04-02.png,did,6085
6086,a02/a02-090/a02-090-04-03.png,not,6086
6087,a02/a02-090/a02-090-04-04.png,get,6087
6088,a02/a02-090/a02-090-04-05.png,its,6088
6089,a02/a02-090/a02-090-04-06.png,way,6089
6090,a02/a02-090/a02-090-04-07.png,what,6090
6091,a02/a02-090/a02-090-04-08.png,would,6091
6092,a02/a02-090/a02-090-04-09.png,happen,6092
6093,a02/a02-090/a02-090-05-00.png,would,6093
6094,a02/a02-090/a02-090-05-01.png,make,6094
6095,a02/a02-090/a02-090-05-02.png,the,6095
6096,a02/a02-090/a02-090-05-03.png,Mau,6096
6097,a02/a02-090/a02-090-05-04.png,Mau,6097
6098,a02/a02-090/a02-090-05-05.png,in,6098
6099,a02/a02-090/a02-090-05-06.png,Kenya,6099
6101,a02/a02-090/a02-090-05-08.png,seem,6101
6102,a02/a02-090/a02-090-05-09.png,like,6102
6103,a02/a02-090/a02-090-05-10.png,a,6103
6104,a02/a02-090/a02-090-06-00.png,child's,6104
6105,a02/a02-090/a02-090-06-01.png,picnic,6105
6106,a02/a02-090/a02-090-06-03.png,"""",6106
6107,a02/a02-093/a02-093-00-00.png,JOHN,6107
6109,a02/a02-093/a02-093-00-02.png,writes,6109
6110,a02/a02-093/a02-093-00-03.png,:,6110
6113,a02/a02-093/a02-093-00-06.png,gave,6113
6114,a02/a02-093/a02-093-00-07.png,top,6114
6115,a02/a02-093/a02-093-01-00.png,priority,6115
6116,a02/a02-093/a02-093-01-01.png,to,6116
6117,a02/a02-093/a02-093-01-02.png,the,6117
6118,a02/a02-093/a02-093-01-03.png,clash,6118
6120,a02/a02-093/a02-093-01-05.png,Northern,6120
6121,a02/a02-093/a02-093-01-06.png,Rhodesia,6121
6122,a02/a02-093/a02-093-01-07.png,on,6122
6123,a02/a02-093/a02-093-01-08.png,his,6123
6124,a02/a02-093/a02-093-02-00.png,return,6124
6125,a02/a02-093/a02-093-02-01.png,from,6125
6126,a02/a02-093/a02-093-02-02.png,Scotland,6126
6127,a02/a02-093/a02-093-02-03.png,yesterday,6127
6128,a02/a02-093/a02-093-02-05.png,He,6128
6130,a02/a02-093/a02-093-02-07.png,Mr.,6130
6131,a02/a02-093/a02-093-03-00.png,Iain,6131
6135,a02/a02-093/a02-093-03-04.png,Secretary,6135
6137,a02/a02-093/a02-093-03-06.png,and,6137
6138,a02/a02-093/a02-093-03-07.png,Mr.,6138
6139,a02/a02-093/a02-093-03-08.png,Duncan,6139
6140,a02/a02-093/a02-093-03-09.png,Sandys,6140
6141,a02/a02-093/a02-093-03-10.png,",",6141
6142,a02/a02-093/a02-093-04-00.png,Commonwealth,6142
6143,a02/a02-093/a02-093-04-01.png,Relations,6143
6144,a02/a02-093/a02-093-04-02.png,Secretary,6144
6145,a02/a02-093/a02-093-04-03.png,for,6145
6147,a02/a02-093/a02-093-04-05.png,hour's,6147
6148,a02/a02-093/a02-093-04-06.png,talks,6148
6149,a02/a02-093/a02-093-05-00.png,at,6149
6150,a02/a02-093/a02-093-05-01.png,Admiralty,6150
6151,a02/a02-093/a02-093-05-02.png,House,6151
6152,a02/a02-093/a02-093-05-04.png,A,6152
6153,a02/a02-093/a02-093-05-05.png,statement,6153
6154,a02/a02-093/a02-093-05-06.png,is,6154
6155,a02/a02-093/a02-093-05-07.png,expected,6155
6156,a02/a02-093/a02-093-05-08.png,today,6156
6157,a02/a02-093/a02-093-06-00.png,to,6157
6158,a02/a02-093/a02-093-06-01.png,hold,6158
6159,a02/a02-093/a02-093-06-02.png,the,6159
6160,a02/a02-093/a02-093-06-03.png,door,6160
6162,a02/a02-093/a02-093-06-05.png,for,6162
6163,a02/a02-093/a02-093-06-06.png,modifications,6163
6164,a02/a02-093/a02-093-06-07.png,to,6164
6166,a02/a02-093/a02-093-07-00.png,new,6166
6167,a02/a02-093/a02-093-07-01.png,Constitution,6167
6168,a02/a02-093/a02-093-07-02.png,provided,6168
6169,a02/a02-093/a02-093-07-03.png,law,6169
6170,a02/a02-093/a02-093-07-04.png,and,6170
6171,a02/a02-093/a02-093-07-05.png,order,6171
6172,a02/a02-093/a02-093-07-06.png,is,6172
6173,a02/a02-093/a02-093-07-07.png,maintained,6173
6174,a02/a02-093/a02-093-08-00.png,in,6174
6175,a02/a02-093/a02-093-08-01.png,Northern,6175
6176,a02/a02-093/a02-093-08-02.png,Rhodesia,6176
6177,a02/a02-098/a02-098-00-00.png,Its,6177
6178,a02/a02-098/a02-098-00-01.png,terms,6178
6179,a02/a02-098/a02-098-00-02.png,have,6179
6180,a02/a02-098/a02-098-00-03.png,set,6180
6182,a02/a02-098/a02-098-00-05.png,Prime,6182
6183,a02/a02-098/a02-098-00-06.png,Minister,6183
6184,a02/a02-098/a02-098-00-07.png,an,6184
6185,a02/a02-098/a02-098-00-08.png,exacting,6185
6187,a02/a02-098/a02-098-01-02.png,Mr.,6187
6189,a02/a02-098/a02-098-01-04.png,has,6189
6190,a02/a02-098/a02-098-01-05.png,warned,6190
6191,a02/a02-098/a02-098-01-06.png,of,6191
6192,a02/a02-098/a02-098-01-07.png,the,6192
6195,a02/a02-098/a02-098-01-10.png,a,6195
6196,a02/a02-098/a02-098-02-00.png,strong,6196
6197,a02/a02-098/a02-098-02-01.png,reaction,6197
6198,a02/a02-098/a02-098-02-02.png,from,6198
6199,a02/a02-098/a02-098-02-03.png,Sir,6199
6200,a02/a02-098/a02-098-02-04.png,Roy,6200
6201,a02/a02-098/a02-098-02-05.png,Welensky,6201
6203,a02/a02-098/a02-098-02-07.png,any,6203
6205,a02/a02-098/a02-098-03-01.png,that,6205
6207,a02/a02-098/a02-098-03-03.png,may,6207
6208,a02/a02-098/a02-098-03-04.png,be,6208
6209,a02/a02-098/a02-098-03-05.png,fresh,6209
6210,a02/a02-098/a02-098-03-06.png,concessions,6210
6212,a02/a02-098/a02-098-03-08.png,the,6212
6213,a02/a02-098/a02-098-04-00.png,African,6213
6214,a02/a02-098/a02-098-04-01.png,nationalists,6214
6216,a02/a02-098/a02-098-04-04.png,Macleod,6216
6218,a02/a02-098/a02-098-04-06.png,ample,6218
6219,a02/a02-098/a02-098-04-07.png,evidence,6219
6220,a02/a02-098/a02-098-05-00.png,from,6220
6221,a02/a02-098/a02-098-05-01.png,talks,6221
6223,a02/a02-098/a02-098-05-03.png,Sir,6223
6225,a02/a02-098/a02-098-05-05.png,Moffat,6225
6226,a02/a02-098/a02-098-05-06.png,",",6226
6227,a02/a02-098/a02-098-05-07.png,Northern,6227
6228,a02/a02-098/a02-098-05-08.png,Rhodesian,6228
6229,a02/a02-098/a02-098-06-00.png,Liberal,6229
6230,a02/a02-098/a02-098-06-01.png,leader,6230
6232,a02/a02-098/a02-098-06-03.png,and,6232
6234,a02/a02-098/a02-098-06-05.png,Kaunda,6234
6236,a02/a02-098/a02-098-06-07.png,that,6236
6238,a02/a02-098/a02-098-06-09.png,bulk,6238
6239,a02/a02-098/a02-098-07-00.png,of,6239
6240,a02/a02-098/a02-098-07-01.png,moderates,6240
6241,a02/a02-098/a02-098-07-02.png,and,6241
6242,a02/a02-098/a02-098-07-03.png,Africans,6242
6243,a02/a02-098/a02-098-07-04.png,will,6243
6247,a02/a02-098/a02-098-08-01.png,unless,6247
6248,a02/a02-098/a02-098-08-02.png,it,6248
6249,a02/a02-098/a02-098-08-03.png,is,6249
6250,a02/a02-098/a02-098-08-04.png,modified,6250
6251,a02/a02-102/a02-102-00-00.png,A,6251
6252,a02/a02-102/a02-102-00-01.png,ROYAL,6252
6254,a02/a02-102/a02-102-00-03.png,for,6254
6255,a02/a02-102/a02-102-00-04.png,the,6255
6256,a02/a02-102/a02-102-00-05.png,Kabaka,6256
6257,a02/a02-102/a02-102-00-06.png,of,6257
6258,a02/a02-102/a02-102-01-00.png,Buganda,6258
6259,a02/a02-102/a02-102-01-01.png,(,6259
6260,a02/a02-102/a02-102-01-02.png,King,6260
6261,a02/a02-102/a02-102-01-03.png,Freddie,6261
6263,a02/a02-102/a02-102-01-05.png,from,6263
6264,a02/a02-102/a02-102-01-06.png,Princess,6264
6265,a02/a02-102/a02-102-02-00.png,Elizabeth,6265
6266,a02/a02-102/a02-102-02-01.png,Bagaya,6266
6268,a02/a02-102/a02-102-02-03.png,Toro,6268
6269,a02/a02-102/a02-102-02-04.png,",",6269
6270,a02/a02-102/a02-102-02-05.png,kneeling,6270
6272,a02/a02-102/a02-102-02-07.png,the,6272
6273,a02/a02-102/a02-102-03-00.png,foot,6273
6274,a02/a02-102/a02-102-03-01.png,of,6274
6276,a02/a02-102/a02-102-03-03.png,airliner's,6276
6277,a02/a02-102/a02-102-03-04.png,steps,6277
6278,a02/a02-102/a02-102-03-05.png,at,6278
6279,a02/a02-102/a02-102-03-06.png,London,6279
6280,a02/a02-102/a02-102-03-07.png,Airport,6280
6281,a02/a02-102/a02-102-04-00.png,yesterday,6281
6283,a02/a02-102/a02-102-04-03.png,other,6283
6284,a02/a02-102/a02-102-04-04.png,Africans,6284
6285,a02/a02-102/a02-102-04-05.png,greeted,6285
6286,a02/a02-102/a02-102-04-06.png,him,6286
6287,a02/a02-102/a02-102-04-07.png,",",6287
6288,a02/a02-102/a02-102-05-00.png,kneeling,6288
6289,a02/a02-102/a02-102-05-01.png,with,6289
6290,a02/a02-102/a02-102-05-02.png,heads,6290
6291,a02/a02-102/a02-102-05-03.png,bowed,6291
6292,a02/a02-102/a02-102-05-05.png,The,6292
6294,a02/a02-102/a02-102-05-07.png,",",6294
6295,a02/a02-102/a02-102-06-00.png,aged,6295
6296,a02/a02-102/a02-102-06-01.png,24,6296
6297,a02/a02-102/a02-102-06-02.png,",",6297
6298,a02/a02-102/a02-102-06-03.png,is,6298
6299,a02/a02-102/a02-102-06-04.png,now,6299
6300,a02/a02-102/a02-102-06-05.png,studying,6300
6301,a02/a02-102/a02-102-06-06.png,history,6301
6302,a02/a02-102/a02-102-06-07.png,at,6302
6303,a02/a02-102/a02-102-06-08.png,Cambri-,6303
6304,a02/a02-102/a02-102-07-00.png,dge,6304
6305,a02/a02-102/a02-102-07-01.png,",",6305
6306,a02/a02-102/a02-102-07-02.png,where,6306
6307,a02/a02-102/a02-102-07-03.png,she,6307
6309,a02/a02-102/a02-102-07-05.png,a,6309
6310,a02/a02-102/a02-102-07-06.png,friend,6310
6311,a02/a02-102/a02-102-07-07.png,of,6311
6313,a02/a02-102/a02-102-07-09.png,William,6313
6317,a02/a02-106/a02-106-00-01.png,Freddie,6317
6318,a02/a02-106/a02-106-00-02.png,and,6318
6320,a02/a02-106/a02-106-00-04.png,other,6320
6321,a02/a02-106/a02-106-00-05.png,hereditary,6321
6323,a02/a02-106/a02-106-00-07.png,of,6323
6325,a02/a02-106/a02-106-01-01.png,kingdoms,6325
6327,a02/a02-106/a02-106-01-03.png,Uganda,6327
6329,a02/a02-106/a02-106-01-05.png,for,6329
6331,a02/a02-106/a02-106-01-07.png,with,6331
6332,a02/a02-106/a02-106-02-00.png,Colonial,6332
6333,a02/a02-106/a02-106-02-01.png,Secretary,6333
6335,a02/a02-106/a02-106-02-03.png,Iain,6335
6336,a02/a02-106/a02-106-02-04.png,Macleod,6336
6337,a02/a02-106/a02-106-02-05.png,",",6337
6338,a02/a02-106/a02-106-02-06.png,before,6338
6339,a02/a02-106/a02-106-02-07.png,the,6339
6341,a02/a02-106/a02-106-03-01.png,Constitutional,6341
6342,a02/a02-106/a02-106-03-02.png,conference,6342
6343,a02/a02-106/a02-106-03-03.png,opens,6343
6344,a02/a02-106/a02-106-03-04.png,next,6344
6345,a02/a02-106/a02-106-03-05.png,Monday,6345
6347,a02/a02-106/a02-106-04-01.png,question,6347
6348,a02/a02-106/a02-106-04-02.png,:,6348
6349,a02/a02-106/a02-106-04-03.png,Their,6349
6351,a02/a02-106/a02-106-04-05.png,in,6351
6352,a02/a02-106/a02-106-04-06.png,an,6352
6353,a02/a02-106/a02-106-04-07.png,independent,6353
6355,a02/a02-106/a02-106-05-00.png,The,6355
6356,a02/a02-106/a02-106-05-01.png,thorniest,6356
6357,a02/a02-106/a02-106-05-02.png,problem,6357
6358,a02/a02-106/a02-106-05-03.png,for,6358
6359,a02/a02-106/a02-106-05-04.png,next,6359
6360,a02/a02-106/a02-106-05-05.png,week's,6360
6362,a02/a02-106/a02-106-05-07.png,is,6362
6363,a02/a02-106/a02-106-06-00.png,to,6363
6364,a02/a02-106/a02-106-06-01.png,settle,6364
6368,a02/a02-106/a02-106-06-05.png,them,6368
6369,a02/a02-106/a02-106-06-06.png,and,6369
6370,a02/a02-106/a02-106-06-07.png,the,6370
6371,a02/a02-106/a02-106-07-00.png,rest,6371
6372,a02/a02-106/a02-106-07-01.png,of,6372
6373,a02/a02-106/a02-106-07-02.png,the,6373
6374,a02/a02-106/a02-106-07-03.png,country,6374
6376,a02/a02-106/a02-106-07-06.png,Government,6376
6377,a02/a02-106/a02-106-07-07.png,report,6377
6378,a02/a02-106/a02-106-07-08.png,has,6378
6379,a02/a02-106/a02-106-08-00.png,recognised,6379
6380,a02/a02-106/a02-106-08-01.png,their,6380
6381,a02/a02-106/a02-106-08-02.png,rights,6381
6382,a02/a02-106/a02-106-08-03.png,and,6382
6384,a02/a02-106/a02-106-08-05.png,a,6384
6385,a02/a02-106/a02-106-08-06.png,form,6385
6386,a02/a02-106/a02-106-08-07.png,of,6386
6387,a02/a02-106/a02-106-09-00.png,federal,6387
6388,a02/a02-106/a02-106-09-01.png,association,6388
6389,a02/a02-106/a02-106-09-02.png,",",6389
6391,a02/a02-106/a02-106-09-04.png,the,6391
6392,a02/a02-106/a02-106-09-05.png,four,6392
6393,a02/a02-106/a02-106-09-06.png,kings,6393
6395,a02/a02-106/a02-106-09-08.png,not,6395
6396,a02/a02-111/a02-111-00-00.png,Instead,6396
6397,a02/a02-111/a02-111-00-01.png,",",6397
6398,a02/a02-111/a02-111-00-02.png,the,6398
6402,a02/a02-111/a02-111-00-06.png,in,6402
6403,a02/a02-111/a02-111-00-07.png,London,6403
6405,a02/a02-111/a02-111-01-01.png,wait,6405
6406,a02/a02-111/a02-111-01-02.png,to,6406
6408,a02/a02-111/a02-111-01-04.png,the,6408
6409,a02/a02-111/a02-111-01-05.png,conference's,6409
6410,a02/a02-111/a02-111-01-06.png,proposals,6410
6411,a02/a02-111/a02-111-02-00.png,Then,6411
6412,a02/a02-111/a02-111-02-01.png,their,6412
6413,a02/a02-111/a02-111-02-02.png,views,6413
6414,a02/a02-111/a02-111-02-03.png,will,6414
6416,a02/a02-111/a02-111-02-05.png,transmitted,6416
6417,a02/a02-111/a02-111-02-06.png,back,6417
6419,a02/a02-111/a02-111-03-01.png,BUTLER,6419
6421,a02/a02-111/a02-111-03-03.png,the,6421
6422,a02/a02-111/a02-111-03-04.png,Home,6422
6423,a02/a02-111/a02-111-03-05.png,Secretary,6423
6425,a02/a02-111/a02-111-03-07.png,has,6425
6429,a02/a02-111/a02-111-04-02.png,head-on,6429
6430,a02/a02-111/a02-111-04-03.png,the,6430
6435,a02/a02-111/a02-111-05-01.png,authority,6435
6436,a02/a02-111/a02-111-05-02.png,yet,6436
6437,a02/a02-111/a02-111-05-03.png,presented,6437
6438,a02/a02-111/a02-111-05-04.png,by,6438
